num,title,description,format,status,AdDate,category,category1,category1_desc,category2,category2_desc,category3,category3_desc,Code,Campaign,Objective,Budget,Product,Start_Date,End_Date,Audience_Interest,Audience_Segment,Client,Client_Budget,City
2349,Cozy Comforts: Stay Warm and Cozy!,Cozy up with our collection of warm and comfortable essentials. Stay warm and stylish with our Cozy Comforts!,Chatbot Ads,Paused,2021-01-15,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,155000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Real Sociedad Cap S Official 26.65 UV Protection,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
2350,"New Year, New Savings: Kickstart 2024!",Game On! Level up your gaming experience with our latest releases and exclusive gaming deals!,Chatbot Ads,Archived,2020-12-22,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,75000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Athletic Club Polo Shirt M Official 37.32  All Seasons Polyester,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
2351,Jet Set Go: Travel Essentials at Unbeatable Prices!,Plan your next escape with Travel Treats! Explore exclusive discounts on travel essentials and accessories. Bon voyage!,Interactive Ads,Rejected,2022-11-05,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,480000 YearEndClearance 2023-08-20,YearEndClearance,Clear out year-end inventory,50000,Athletic Club Long Pants XS Official 63.99  Summer Blend,2023-08-20,2024-08-20,Wellness - Fitness,22-50,Comercializadora Ayala S.Coop.,825000,"Zaragoza, Spain"
2352,Summer Splurge: Treat Yourself to Luxe!,"Dive into summer savings with our unbeatable deals. From fashion to electronics, discover the ultimate summer shopping experience!",Affiliate Marketing,Active,2022-11-06,"['Beauty', 'Skincare', 'Moisturizers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Moisturizers,Hydrate and nourish your skin with our range of moisturizers for every skin type.,300000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Granada Goalkeeper Gloves S 89.99,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
2353,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Rich Media Ads,Pending Approval,2017-12-04,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,255000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Levante Planas Bermuda Shorts 3XL 107.98  All Seasons Polyester,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
2354,Discover the Ultimate Summer Deals!,Uncover the best summer deals that will make your season unforgettable. Discover a world of ultimate summer savings!,Carousel Ads,Pending Approval,2020-11-30,"['Electronics', 'Audio', 'Soundbars']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Soundbars,Elevate your audio experience at home with our high-quality soundbars.,175000 CozyComforts 2022-04-22,CozyComforts,Promote cozy and comfortable items,50000,CD Mirandés Cup Official 35.98 Microwave and Dishwasher Safe,2022-04-22,2024-04-22,Science Fiction - Technology,15-35,Desarrollo del Mediterráneo S.L.N.E,717000,"Málaga, Spain"
2355,Wellness Week: Pamper Yourself with Discounts!,Indulge in self-care with Wellness Week. Pamper yourself with discounts on wellness products and relaxation essentials!,Pop-up Ads,Scheduled,2023-01-01,"['Home', 'Bedroom', 'Bedding', 'Sheets']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Bedroom,Create a relaxing and comfortable bedroom with our premium bedding essentials.,Bedding,Create a cozy and inviting bedroom atmosphere with our high-quality bedding essentials.,305000 GameOn 2021-03-31,GameOn,Encourage gaming enthusiasts,5500000,Girona Jersey L 56.66  Summer Blend,2021-03-31,2021-11-30,Gardening - Outdoor,30-60,Construcción del Levante S.A.,311000,"Albacete, Spain"
2356,Pet Paradise: Spoil Your Pets with Love!,"Spoil your pets with Pet Paradise. From treats to toys, pamper your furry friends with love and care!",Display Ads,Archived,2017-12-07,"['Sports', 'Outdoor', 'Camping']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Camping,Embark on outdoor adventures with our camping gear and essentials.,255000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Leganés Polo Shirt M 55.98  All Seasons Polyester,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
2357,Travel Treats: Plan Your Next Adventure!,Plan your next adventure with Travel Treats. Discover exclusive discounts on travel essentials and accessories!,Search Ads,Completed,2022-12-15,"['Books', ""Children's Books"", 'Chapter Books', 'Adventure']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Chapter Books,Take young readers on exciting literary journeys with our engaging chapter books.,60000 YearEndClearance 2023-08-20,YearEndClearance,Clear out year-end inventory,50000,Las Palmas Pencil Case Official 27.71 Ink Compartment,2023-08-20,2024-08-20,Wellness - Fitness,22-50,Comercializadora Ayala S.Coop.,825000,"Zaragoza, Spain"
2358,Pet Paradise: Spoil Your Pets with Love!,"Spoil your pets with Pet Paradise. From treats to toys, pamper your furry friends with love and care!",Carousel Ads,Active,2021-07-16,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,360000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Albacete Socks 2XL Official 14.65 All sports  Sweet fit,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
2359,Gadget Galaxy: Explore the Latest Gadgets!,Enter the Gadget Galaxy and explore the latest gadgets. Upgrade your tech game with exclusive offers on cutting-edge devices!,Video Ads,Active,2019-04-14,"['Automotive', 'Maintenance', 'Oil Changes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Maintenance,Ensure the longevity of your vehicle with our reliable maintenance products.,Oil Changes,Ensure the health of your vehicle with regular and efficient oil changes.,200000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Tenerife Goalkeeper Gloves L Official 137.98,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
2360,Foodie Fiesta: Indulge in Culinary Delights!,"Treat your furry friends to a paradise with Pet Paradise. Explore exclusive offers on pet treats, toys, and accessories!",Interstitial Ads,Expired,2021-12-26,"['Beauty', 'Haircare', 'Conditioners', 'Hydrating']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Conditioners,Keep your hair silky-smooth with our hydrating and nourishing hair conditioners.,320000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Zaragoza Jersey M Official 118.31  Summer Blend,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
2361,Fitness Fiesta: Achieve Your Fitness Goals!,Indulge in culinary delights with Foodie Fiesta. Savor irresistible flavors with our exclusive deals on gourmet delights!,Search Ads,Expired,2024-10-21,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,430000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,FC Andorra Jersey S Official 104.98  Summer Blend,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
2362,Fall Fashion Frenzy: Embrace the Season!,Embrace the fall season with our Fall Fashion Frenzy. Stay on trend and cozy up with our stylish fall essentials!,Sponsored Content,Pending Approval,2019-03-21,"['Electronics', 'Smartwatches']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Smartwatches,Stay connected and monitor your health with our innovative smartwatches.,,,415000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Betis Bermuda Shorts M Official 113.97  All Seasons Polyester,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
2363,Fitness Fiesta: Achieve Your Fitness Goals!,Indulge in culinary delights with Foodie Fiesta. Savor irresistible flavors with our exclusive deals on gourmet delights!,Virtual Reality Ads,Scheduled,2019-03-02,"['Clothing', 'Accessories', 'Hats']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Hats,Top off your look with our stylish and functional hats for every occasion.,180000 TechTuesday 2022-08-22,TechTuesday,Showcase new tech products,500000,Albacete Cap XL Official 29.32 UV Protection,2022-08-22,2023-08-22,Gaming - Technology,15-35,Larrea y Cabrera S.Coop.,962000,"Huelva, Spain"
2364,Smart Starts: Back-to-School Tech Bonanza!,Get ready for school with our back-to-school essentials. Quality products at affordable prices to kickstart the academic year!,Email Marketing,Cancelled,2018-02-23,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,100000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Alavés Cap 3XL 41.31 UV Protection,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
2365,Tech Treasures: Discover Digital Marvels!,Unlock the digital world with Digital Discoveries. Explore the latest in technology and enhance your digital lifestyle!,Influencer Marketing,Pending Approval,2023-11-12,"['Toys', 'Outdoor', 'Water Toys']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Water Toys,Make a splash and create lasting memories with our fun water toys.,110000 FallFashionFrenzy 2023-10-24,FallFashionFrenzy,Highlight fall fashion trends,30000,Huesca Pencil Case  14.29 Ink Compartment,2023-10-24,2025-10-24,Foodie - Cooking,18-50,Ramirez y Olivera S.C.P,628000,"Girona, Spain"
2366,Foodie Fiesta: Indulge in Culinary Delights!,"Treat your furry friends to a paradise with Pet Paradise. Explore exclusive offers on pet treats, toys, and accessories!",Augmented Reality Ads,Rejected,2018-01-21,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,50000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Racing Ferrol Jersey 3XL 128.31  Summer Blend,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
2367,Pet Paradise: Treat Your Furry Friends!,Explore the digital world with Digital Discoveries. Stay updated with the latest in technology and digital innovations!,Video Ads,Completed,2020-11-09,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,240000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Amorebieta Backpack Official 158.64 Multi-Compartment,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
